"","date","actn","actp","chlorophyll","DO","rainfall","salinity","temperature","meanstage","acflow","acmaxstage","acminstage"
"763",2023-05-18,142.86,1.92,5.637,6.76,0,45.991,31.343,-0.06,-39.3,0.06,-0.45
"764",2023-05-21,169.29,2.65,8.389,5.364,0.47,46.27,29.681,-0.319,0.83,-0.27,-0.67
"765",2023-05-24,179.29,2.62,8.707,6.419,0.02,44.838,30.451,-0.106,-29.4,-0.07,-0.47
"766",2023-05-28,101.16,3.21,8.733,6.169,0,44.722,31.197,-0.101,-19.3,-0.14,-0.38
"767",2023-05-31,92.27,2.97,10.781,5.338,1.44,40.356,30.052,0.222,-56.8,0.36,-0.16
"768",2023-06-03,107.1,3.32,9.429,5.392,0.33,38.147,30.551,0.293,-43.3,0.44,-0.1
"769",2023-06-06,109.39,3.35,11.325,6.915,0,37.21,30.142,0.199,25.5,0.34,-0.17
"770",2023-06-09,113.47,4.35,8.855,6.688,0,36.023,29.868,0.432,-5.49,0.45,0.14
"771",2023-06-12,130.3,4.66,13.004,6.64,0.06,36.186,31.565,0.275,-18.9,0.35,-0.12
"772",2023-06-15,147.8,4.62,13.701,6.315,0,36.41,32.648,-0.014,32.1,0.12,-0.32
"773",2023-06-18,156.89,4.89,16.755,5.785,0.89,34.288,30.068,0.063,48.1,0.09,-0.3
"774",2023-06-21,200.77,8.09,17.402,7.014,0.07,33.239,31.635,-0.174,57.5,-0.13,-0.43
"775",2023-06-24,257.03,9.57,21.287,5.129,0.5,30.602,31.782,-0.409,67.1,-0.39,-0.65
"776",2023-06-27,286.99,12.24,21.954,7.157,0,29.083,32.422,-0.259,44.2,-0.28,-0.53
"777",2023-06-30,204.35,8.56,22.755,5.725,0.01,28.387,31.99,-0.094,31.2,-0.05,-0.42
"778",2023-07-03,243.06,10.42,20.313,5.018,0.08,30.947,34.641,-0.14,36.4,0.03,-0.51
"779",2023-07-06,197.86,5.3,21.575,5.985,0.22,30.567,33.561,-0.105,45.2,0.08,-0.45
"780",2023-07-09,210.71,7.24,22.711,7.045,0,25.939,33.611,-0.259,56.3,-0.3,-0.49
"781",2023-07-12,215,5.24,21.08,7.064,0,25.201,35.039,-0.292,40.2,-0.26,-0.56
"782",2023-07-15,206.43,3.68,16.414,3.864,0,33.534,34.245,-0.028,-4.08,0.13,-0.46
"783",2023-07-18,232.14,3.32,18.067,5.205,0,30.942,32.184,-0.205,48.9,-0.22,-0.48
"784",2023-07-21,201.43,3.1,19.151,6.336,0,28.364,33.525,-0.244,29.4,-0.26,-0.52
"785",2023-07-24,249.29,3.7,18.084,8.129,0,26.934,34.672,-0.314,40.6,-0.36,-0.58
"786",2023-07-27,212.14,3.14,21.674,5.233,0.47,23.469,28.514,-0.533,42.4,-0.52,-0.92
"787",2023-07-30,205.71,3.03,15.896,8.518,0,34.607,32.816,-0.239,11.6,-0.14,-0.62
"788",2023-08-02,191.43,2.39,15.822,5.643,0.02,33.632,32.793,-0.009,-10.9,0.11,-0.39
"789",2023-08-04,202.14,2.67,15.961,6.396,0,33.22,31.92,0.121,-29.3,0.18,-0.19
"790",2023-08-07,117.12,2.08,13.535,8.34,0,34.708,34.543,0.066,16.5,0.09,-0.23
"791",2023-08-10,155.92,2.14,14.484,6.819,0,33.465,33.832,-0.148,25.4,-0.06,-0.53
"792",2023-08-13,206.26,2.02,15.352,7.261,0.15,33.654,31.692,0.168,-42.9,0.22,-0.22
"793",2023-08-16,176.45,2.31,17.223,6.726,0.5,28.127,30.735,0.041,48.1,0.12,-0.24
"794",2023-08-19,162.1,2.17,15.946,4.794,0.49,27.311,31.097,-0.224,66.8,-0.1,-0.53
"795",2023-08-22,149.74,2.38,12.752,6.639,0,30.55,30.526,-0.415,87.7,-0.48,-0.69
"796",2023-08-25,148.79,3.01,11.546,6.977,0.03,33.703,30.411,-0.002,3.36,0.02,-0.34
"797",2023-08-28,128.36,2.14,11.21,7.044,0,33.997,31.276,0.561,-77.9,0.73,0.04
"798",2023-08-31,99.38,1.84,9.102,7.916,0,31.37,31.073,0.59,35.7,0.67,0.12
"799",2023-09-03,110.73,2.66,14.424,5.374,0,31.719,29.15,-0.216,101,-0.27,-0.49
"800",2023-09-06,128.62,2.42,11.727,5.712,0,31.262,30.856,-0.08,49.1,-0.01,-0.32
"801",2023-09-09,130.98,2.1,16.358,5.243,0,29.745,31.293,-0.031,31.7,0.11,-0.32
"802",2023-09-12,149.07,2.12,17.589,3.854,0,29.79,32.054,0.002,24.4,0.09,-0.3
"803",2023-09-15,162.14,2.1,18.102,4.689,0.1,30.77,31.831,0.165,3.47,0.2,-0.09
"804",2023-09-18,168.57,2.11,20.107,5.794,0.1,29.27,31.496,0.132,31.7,0.15,-0.19
"805",2023-09-21,152.86,1.85,19.412,5.168,0,28.561,30.249,-0.095,75.3,0.09,-0.44
"806",2023-09-24,152.14,1.88,16.248,4.828,2.65,32.45,30.054,0.212,12.9,0.57,-0.23
"807",2023-09-27,131.43,1.82,16.576,5.896,0,30.205,29.96,0.403,-2.52,0.55,-0.08
"808",2023-09-30,121.43,2.12,16.384,5.494,0.01,30.001,30.891,0.497,14.2,0.54,0.17
"809",2023-10-03,129.29,2.1,20.652,4.951,0,27.377,29.127,0.02,86.1,0.07,-0.23
"810",2023-10-06,167.14,2.22,16.846,7.599,0,30.252,30.698,0.508,-4.41,0.57,0.18
"811",2023-11-05,190.48,2.47,16.549,6.457,0,35.247,24.578,0.233,-41.8,0.25,-0.16
"812",2023-11-08,167.14,2.13,17.419,7.063,0,35.604,25.146,0.516,-26.6,0.48,0.2
"813",2023-11-11,166.43,2.08,16.377,6.235,0.02,35.58,28.32,0.354,26.4,0.47,0.07
"814",2023-11-14,216.43,2.47,18.295,5.5,0,35.263,26.632,0.079,16.6,0.06,-0.21
"815",2023-11-17,132.86,2.47,17.817,6.989,0,24.413,25.817,0.539,68.2,0.72,0.22
"816",2023-11-20,149.29,2.6,21.94,5.425,0,21.624,26.303,0.241,98.3,0.25,0.01
"817",2023-11-23,170.71,2.72,22.138,4.581,0,24.582,27.459,0.19,83.1,0.28,-0.14
"818",2023-11-26,180.71,1.97,27.992,5.965,0,18.262,27.031,0.276,43.7,0.27,-0.01
"819",2023-11-29,175,1.98,32.157,8.4,0,10.108,19.787,-0.604,119,-0.6,-0.83
"820",2023-12-02,166.43,1.94,23.465,7.646,0,24.068,25.521,0.2,18.6,0.27,-0.06
"821",2023-12-05,168.57,2.02,29.658,5.837,0,17.625,27.081,-0.395,90,-0.25,-0.63
"822",2023-12-08,165.71,2.22,28.924,8.207,0,17.824,20.227,-0.377,41.9,-0.29,-0.76
"823",2023-12-11,160,2.47,25.678,7.466,0,23.482,23.202,-0.225,50.4,0.25,-0.89
"824",2023-12-13,173.57,2.67,31.412,6.828,0.3,17.52,20.822,-0.691,80.4,-0.66,-1.02
"825",2023-12-17,98.33,2.09,23.15,7.215,0.34,18.935,22.128,0.959,-44.2,1.74,0.11
"826",2023-12-20,79.05,1.7,26.295,8.395,0,15.517,17.652,-0.6,123,-0.58,-0.8
"827",2023-12-23,93.57,1.88,24.592,8.408,0,17.892,20.498,-0.297,64.7,-0.24,-0.59
"828",2023-12-26,98.33,1.77,22.418,8.161,0.11,19.658,22.987,0.238,20.8,0.52,-0.16
"829",2023-12-29,105.71,2.14,29.636,8.393,0.01,12.466,18.994,-0.237,85,-0.07,-0.53
"830",2024-01-01,111.19,2.14,29.907,9.854,0,8.332,19.638,-0.675,87.6,-0.7,-0.86
"831",2024-01-04,115,1.91,26.096,8.886,0,21.156,21.815,-0.252,35.7,-0.23,-0.52
"832",2024-01-07,110.24,2.11,28.546,6.363,0.77,16.752,22.415,-0.339,82.7,0.11,-0.8
"833",2024-01-10,96.9,1.81,26.191,7.428,0.14,18.726,22.874,0.021,39.7,0.46,-0.39
"834",2024-01-13,90,2.15,28.192,7.755,0,16.459,25.331,0.103,-13.4,0.31,-0.47
"835",2024-01-16,98.57,1.83,28.929,6.73,0.04,17.204,25.456,0.047,-15.6,0.08,-0.36
"836",2024-01-19,103.57,1.87,31.925,7.232,0,13.274,25.312,-0.516,68.9,-0.36,-0.81
"837",2024-01-22,111.43,1.89,30.621,8.119,0,7.778,19.152,-1.498,NA,-1.25,-1.3
"838",2024-01-25,112.86,1.92,13.997,8.273,0,19.685,24.199,-0.542,18.9,-0.57,-0.84
"839",2024-01-28,93.57,1.88,23.223,7.058,0,17.625,25.671,-0.562,36.1,-0.47,-1.06
"840",2024-01-31,117.86,1.94,32.751,9.797,0,7.838,18.587,-0.976,44.1,-0.99,-1.16
"841",2024-02-03,126.43,2.04,17.831,7.663,0,24.106,21.819,-0.441,-0.81,-0.15,-0.83
"842",2024-02-06,115,2.44,19.392,8.279,0.01,23.593,19.315,-0.286,41.4,0.24,-0.77
"843",2024-02-09,141.43,2.14,15.092,7.905,0,28.302,21.342,-0.124,-8.36,-0.09,-0.5
"844",2024-02-12,97.86,1.68,11.517,6.936,0,28.955,25.034,0.258,-55.4,0.34,-0.04
"845",2024-02-14,115,2.91,14.969,7.544,0,28.339,21.443,-0.494,78.4,-0.45,-0.79
"846",2024-02-17,152.86,2.9,18.581,7.402,0,27.403,25.38,-0.251,-6.15,-0.04,-0.54
"847",2024-02-20,149.29,2.87,30.491,10.017,0,20.841,20.129,-0.803,71.8,-0.71,-1.05
"848",2024-02-23,148.57,3.06,16.674,8.356,0,26.809,21.757,-0.3,-38.5,-0.25,-0.72
"849",2024-02-26,157.86,4.12,20.92,9.247,0,22.49,21.354,-0.679,45.7,-0.75,-0.91
"850",2024-02-29,164.29,3.67,14.773,7.231,0,28.81,25.179,-0.689,50.5,-0.58,-0.96
"851",2024-03-03,183.57,3.8,22.016,6.692,0,26.606,27.016,-0.681,37.5,-0.65,-0.93
"852",2024-03-06,194.29,3.73,17.896,6.353,0.26,27.802,27.115,-0.451,1.66,-0.15,-0.72
"853",2024-03-09,197.86,3.95,22.513,6.625,0,26.051,28.213,-0.07,-42.1,-0.02,-0.4
"854",2024-03-12,167.14,3.11,24.605,7.809,0,25.298,24.841,-0.713,30.1,-0.64,-1.06
"855",2024-03-16,151.19,2.85,21.693,6.189,0,30.686,29.051,-0.57,5.43,-0.48,-0.85
"856",2024-03-19,194.05,3.3,29.568,8.031,0.02,26.649,27.216,-0.81,52.4,-0.51,-1.13
"857",2024-03-22,224.64,3.63,21.478,6.253,2.25,32.364,23.454,-0.234,-36.4,0.17,-0.66
"858",2024-03-25,185,3.08,30.385,8.437,0,22.9,25.151,-0.371,70.1,-0.43,-0.69
"859",2024-03-28,196.43,4.08,33.699,6.156,0,25.954,26.369,0.268,-66,0.77,-0.23
"860",2024-03-31,224.29,4.03,27.179,8.027,0,25.771,25.541,-0.369,37.7,-0.32,-0.66
"861",2024-04-03,238.57,4.39,33.721,6.493,0,24.393,27.623,0.201,-85.2,0.64,-0.2
"862",2024-04-06,232.86,3.85,37.36,7.822,0,22.317,24.319,-0.473,56.6,-0.39,-0.71
"863",2024-04-09,250.71,4.3,23.137,6.986,0,29.878,24.001,-0.363,21.1,-0.36,-0.68
"864",2024-04-12,193.57,3.27,21.466,6.6,0,29.514,27.401,-0.325,50.9,-0.09,-0.66
"865",2024-04-15,252.14,4.48,24.962,6.909,0,29.514,25.844,-0.797,34.9,-0.75,-1.04
"866",2024-04-18,241.43,5.03,17.422,6.859,0,30.007,26.815,-0.542,-2.8,-0.65,-0.77
"867",2024-04-21,215,4.63,16.395,6.725,0,29.867,28.404,-0.21,-33.9,-0.24,-0.48
"868",2024-04-24,262.86,4.74,16.262,6.458,0,30.898,25.332,-0.613,15.3,-0.59,-0.92
"869",2024-04-28,307.86,5.9,13.8,6.856,0.01,30.495,24.707,-0.718,19.4,-0.82,-0.97
"870",2024-05-01,251.43,4.18,14.117,6.717,0,29.384,27.011,-0.357,-14.7,-0.33,-0.71
"871",2024-05-04,210,3.06,10.526,6.705,0,27.599,27.803,-0.327,-25.1,-0.45,-0.58
"872",2024-05-07,217.86,3.37,17.027,6.667,0,29.451,28.816,-0.233,-29.9,-0.15,-0.53
"873",2024-05-10,228.57,3.51,14.703,6.902,0,28.239,29.773,-0.044,-46.1,-0.02,-0.32
"874",2024-05-13,242.86,4.99,19.66,6.333,0,29.494,30.916,-0.21,-34.3,-0.18,-0.53
"875",2024-05-15,262.86,3.51,21.1,7.333,0,31.569,30.848,-0.05,-40,0.04,-0.44
