YYYY MM DD hh mm  WD  WSPD GST  WVHT  DPD   APD  MWD  BAR    ATMP  WTMP  DEWP  VIS  TIDE
2006 01 06 21 00 310  9.4 10.5 99.00 99.00 99.00 999 1013.1  17.6  20.7  12.0 99.0  0.51
2006 01 06 22 00 332  9.4 11.8 99.00 99.00 99.00 999 1013.6  17.5  20.6  12.7 99.0  0.51
2006 01 06 23 00 324  9.9 11.1 99.00 99.00 99.00 999 1014.4  17.4  20.5  12.1 99.0  0.43
2006 01 07 00 00 321 10.6 12.3 99.00 99.00 99.00 999 1014.8  17.6  20.3  12.0 99.0  0.36
2006 01 07 01 00 342  8.8 10.1 99.00 99.00 99.00 999 1015.7  16.7  20.2  12.6 99.0  0.36
2006 01 07 02 00 324  9.3 11.3 99.00 99.00 99.00 999 1016.4  17.0  20.1  12.2 99.0  0.39
2006 01 07 03 00 355  9.0 10.9 99.00 99.00 99.00 999 1016.9  15.3  20.0  11.5 99.0  0.38
2006 01 07 04 00   1  9.8 11.1 99.00 99.00 99.00 999 1017.6  14.8  19.9   9.0 99.0  0.33
2006 01 07 05 00 350  8.3 10.0 99.00 99.00 99.00 999 1018.0  14.8  19.7   7.9 99.0  0.20
2006 01 07 06 00 354  8.0  9.2 99.00 99.00 99.00 999 1017.9  14.7  19.5   8.7 99.0  0.18
2006 01 07 07 00   3  7.2  8.2 99.00 99.00 99.00 999 1018.0  13.9  19.4   7.8 99.0  0.24
2006 01 07 08 00   6  8.9 10.0 99.00 99.00 99.00 999 1018.2  13.2  19.3   7.0 99.0  0.30
2006 01 07 09 00   3  8.1  9.4 99.00 99.00 99.00 999 1018.4  12.5  19.1   6.8 99.0  0.28
2006 01 07 10 00   6  9.0 10.1 99.00 99.00 99.00 999 1018.9  11.9  19.0   6.6 99.0  0.17
2006 01 07 11 00   1  8.1  9.4 99.00 99.00 99.00 999 1019.4  11.8  18.8   6.1 99.0  0.02
2006 01 07 12 00   3  8.6 10.5 99.00 99.00 99.00 999 1020.0  12.3  18.5   6.2 99.0 -0.01
2006 01 07 13 00   3  8.8  9.6 99.00 99.00 99.00 999 1021.3  12.0  18.4   4.9 99.0 -0.10
2006 01 07 14 00 352  7.8  8.7 99.00 99.00 99.00 999 1022.9  11.5  18.2   4.2 99.0 -0.12
2006 01 07 15 00   3  8.1  9.1 99.00 99.00 99.00 999 1023.6  11.3  18.2   4.6 99.0 -0.09
2006 01 07 16 00 355  7.8  9.1 99.00 99.00 99.00 999 1023.6  12.0  18.3   4.7 99.0  0.02
2006 01 07 17 00 346  7.1  9.0 99.00 99.00 99.00 999 1023.2  12.7  18.4   5.2 99.0  0.12
2006 01 07 18 00 348  5.4  7.2 99.00 99.00 99.00 999 1021.7  13.5  18.4   5.2 99.0  0.23
2006 01 07 19 00 350  4.8  5.1 99.00 99.00 99.00 999 1020.7  14.2  18.4   6.5 99.0  0.32
2006 01 07 20 00 343  6.7  7.6 99.00 99.00 99.00 999 1020.5  15.2  18.4   4.4 99.0  0.43
2006 01 07 21 00 342  8.5  9.2 99.00 99.00 99.00 999 1020.9  15.7  18.4   5.1 99.0  0.44
2006 01 07 22 00 324  7.6  8.4 99.00 99.00 99.00 999 1021.3  15.3  18.3   6.2 99.0  0.34
2006 01 07 23 00 333  7.8  9.2 99.00 99.00 99.00 999 1022.1  15.2  18.3   7.4 99.0  0.33
2006 01 08 00 00 330  5.9  6.6 99.00 99.00 99.00 999 1022.5  14.9  18.2   7.3 99.0  0.18
2006 01 08 01 00 343  6.1  6.7 99.00 99.00 99.00 999 1023.0  14.9  18.1   7.9 99.0  0.11
2006 01 08 02 00 344  6.3  6.8 99.00 99.00 99.00 999 1023.5  14.9  18.1   8.2 99.0  0.06
2006 01 08 03 00 354  7.0  8.3 99.00 99.00 99.00 999 1024.2  14.6  18.1   8.4 99.0  0.03
2006 01 08 04 00   1  7.6  8.1 99.00 99.00 99.00 999 1024.2  14.1  18.0   7.6 99.0 -0.05
2006 01 08 05 00   0  6.2  6.8 99.00 99.00 99.00 999 1023.8  13.6  17.9   8.7 99.0 -0.21
2006 01 08 06 00   4  8.5  9.5 99.00 99.00 99.00 999 1023.7  13.1  17.8   7.3 99.0 -0.34
2006 01 08 07 00  12  7.9  9.0 99.00 99.00 99.00 999 1023.6  12.5  17.6   8.1 99.0 -0.36
2006 01 08 08 00  24  6.6  7.3 99.00 99.00 99.00 999 1023.2  12.2  17.5   7.5 99.0 -0.25
2006 01 08 09 00  25  5.3  6.3 99.00 99.00 99.00 999 1023.1  12.2  17.4   8.2 99.0 -0.14
2006 01 08 10 00  18  5.7  6.3 99.00 99.00 99.00 999 1023.2  12.0  17.2   8.3 99.0 -0.10
2006 01 08 11 00  25  4.9  5.5 99.00 99.00 99.00 999 1023.5  12.1  17.0   8.2 99.0 -0.15
2006 01 08 12 00  21  5.1  5.8 99.00 99.00 99.00 999 1024.1  12.2  16.9   7.3 99.0 -0.26
2006 01 08 13 00  18  6.6  7.4 99.00 99.00 99.00 999 1025.1  11.9  16.8   8.3 99.0 -0.36
2006 01 08 14 00  14  4.4  5.1 99.00 99.00 99.00 999 1025.8  12.2  16.7   8.3 99.0 -0.35
2006 01 08 15 00  17  5.1  5.5 99.00 99.00 99.00 999 1026.5  12.4  16.7   7.9 99.0 -0.33
2006 01 08 16 00 359  4.7  5.3 99.00 99.00 99.00 999 1026.1  12.8  16.9   7.7 99.0 -0.24
2006 01 08 17 00   7  4.6  5.2 99.00 99.00 99.00 999 1025.3  13.5  17.1   7.4 99.0 -0.05
2006 01 08 18 00   3  3.8  4.4 99.00 99.00 99.00 999 1024.1  14.7  17.3   8.9 99.0  0.15
2006 01 08 19 00  17  3.9  4.3 99.00 99.00 99.00 999 1023.3  15.6  17.4  10.1 99.0  0.27
2006 01 08 20 00  10  3.6  3.8 99.00 99.00 99.00 999 1023.1  16.6  17.6  11.3 99.0  0.44
2006 01 08 21 00  41  3.8  4.4 99.00 99.00 99.00 999 1023.0  17.4  17.7  13.0 99.0  0.55
2006 01 08 22 00  17  5.3  6.0 99.00 99.00 99.00 999 1023.1  17.4  17.7  14.2 99.0  0.59
2006 01 08 23 00  86  5.6  6.2 99.00 99.00 99.00 999 1023.4  18.6  17.6  13.2 99.0  0.56
2006 01 09 00 00  60  3.7  4.2 99.00 99.00 99.00 999 1023.9  18.4  17.6  14.0 99.0  0.52
2006 01 09 01 00  22  4.0  4.7 99.00 99.00 99.00 999 1024.4  17.8  17.5  15.8 99.0  0.43
2006 01 09 02 00  25  5.4  5.8 99.00 99.00 99.00 999 1025.0  17.2  17.5  16.2 99.0  0.29
2006 01 09 03 00  25  5.0  5.7 99.00 99.00 99.00 999 1025.5  17.2  17.5  16.3 99.0  0.19
2006 01 09 04 00  27  4.6  5.1 99.00 99.00 99.00 999 1025.3  17.1  17.5  16.3 99.0  0.10
2006 01 09 05 00  30  5.6  6.0 99.00 99.00 99.00 999 1024.8  16.9  17.6  15.9 99.0  0.01
2006 01 09 06 00  46  4.5  4.8 99.00 99.00 99.00 999 1024.5  16.9  17.6  16.4 99.0 -0.12
2006 01 09 07 00  64  2.9  3.3 99.00 99.00 99.00 999 1024.0  17.6  17.5  16.8 99.0 -0.21
2006 01 09 08 00  94  4.8  5.4 99.00 99.00 99.00 999 1023.3  19.3  17.4  15.4 99.0 -0.18
2006 01 09 09 00 106  4.9  5.3 99.00 99.00 99.00 999 1023.4  19.5  17.4  14.8 99.0 -0.06
2006 01 09 10 00 119  5.4  6.3 99.00 99.00 99.00 999 1023.3  19.7  17.4  14.7 99.0  0.02
2006 01 09 11 00 103  5.2  5.5 99.00 99.00 99.00 999 1023.5  19.6  17.4  15.4 99.0  0.07
2006 01 09 12 00 102  4.5  4.7 99.00 99.00 99.00 999 1024.3  19.7  17.3  15.4 99.0  0.00
2006 01 09 13 00  84  4.3  4.6 99.00 99.00 99.00 999 1025.0  19.8  17.2  16.0 99.0 -0.14
2006 01 09 14 00  79  3.5  3.8 99.00 99.00 99.00 999 1025.9  20.1  17.2  15.4 99.0 -0.28
2006 01 09 15 00  81  3.4  3.7 99.00 99.00 99.00 999 1026.5  19.9  17.3  16.1 99.0 -0.27
2006 01 09 16 00  80  4.0  4.3 99.00 99.00 99.00 999 1026.1  20.0  17.4  16.3 99.0 -0.28
2006 01 09 17 00  81  4.5  4.8 99.00 99.00 99.00 999 1025.6  20.4  17.7  16.4 99.0 -0.19
2006 01 09 18 00  29  2.0  2.4 99.00 99.00 99.00 999 1024.6  19.8  18.1  17.1 99.0 -0.07
2006 01 09 19 00  74  5.0  5.3 99.00 99.00 99.00 999 1023.6  20.4  18.4  17.2 99.0  0.08
2006 01 09 20 00  50  4.0  4.4 99.00 99.00 99.00 999 1023.2  20.6  18.6  17.5 99.0  0.14
2006 01 09 21 00  58  4.5  5.1 99.00 99.00 99.00 999 1023.1  20.6  18.7  17.6 99.0  0.27
2006 01 09 22 00  70  5.1  5.5 99.00 99.00 99.00 999 1023.1  20.5  18.6  17.7 99.0  0.33
2006 01 09 23 00  57  5.4  5.9 99.00 99.00 99.00 999 1023.1  20.0  18.5  18.1 99.0  0.35
2006 01 10 00 00  46  5.5  5.8 99.00 99.00 99.00 999 1023.5  19.6  18.5  18.6 99.0  0.29
2006 01 10 01 00  49  4.8  5.5 99.00 99.00 99.00 999 1023.9  19.5  18.5  18.8 99.0  0.18
2006 01 10 02 00  54  3.8  4.2 99.00 99.00 99.00 999 1024.3  19.5  18.4  19.2 99.0  0.09
2006 01 10 03 00  58  4.7  5.1 99.00 99.00 99.00 999 1024.3  20.1  18.4  18.3 99.0 -0.05
2006 01 10 04 00  72  4.8  5.3 99.00 99.00 99.00 999 1024.3  20.4  18.5  17.4 99.0 -0.15
2006 01 10 05 00  83  5.1  5.5 99.00 99.00 99.00 999 1024.1  20.7  18.5  17.4 99.0 -0.21
2006 01 10 06 00  97  6.3  6.7 99.00 99.00 99.00 999 1023.3  21.2  18.4  16.1 99.0 -0.29
2006 01 10 07 00  90  6.0  6.4 99.00 99.00 99.00 999 1022.8  21.0  18.4  15.8 99.0 -0.41
2006 01 10 08 00  96  5.3  5.6 99.00 99.00 99.00 999 1022.3  21.0  18.4  15.9 99.0 -0.47
2006 01 10 09 00  65  3.7  3.9 99.00 99.00 99.00 999 1022.0  19.9  18.4  17.4 99.0 -0.39
2006 01 10 10 00  87  5.1  5.5 99.00 99.00 99.00 999 1022.1  20.8  18.3  16.8 99.0 -0.24
2006 01 10 11 00  93  4.6  4.8 99.00 99.00 99.00 999 1022.4  20.7  18.2  17.1 99.0 -0.13
2006 01 10 12 00  93  3.9  4.1 99.00 99.00 99.00 999 1022.9  20.6  18.2  17.3 99.0 -0.06
2006 01 10 13 00   8  0.9  1.6 99.00 99.00 99.00 999 1023.3  20.3  18.1  17.7 99.0 -0.09
