TIMESERIESID,STATION,SOURCE_TIMESERIES,PARAMETER,TIMESTAMP,VALUE,CODE,REVISION_DATE,QUALITY_CODE
H6059,NP-CHP, ,STG29,11/17/2023,2.81, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,11/18/2023,2.728, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,11/19/2023,2.666, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,11/20/2023,2.603, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,11/21/2023,2.541, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,11/22/2023,2.503, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,11/23/2023,2.475, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,11/24/2023,2.452, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,11/25/2023,2.441, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,11/26/2023,2.416, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,11/27/2023,2.392, ,12/22/2023 3:00,A
H6059,NP-CHP, ,STG29,11/28/2023,2.358, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,11/29/2023,2.318, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,11/30/2023,2.291, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/1/2023,2.267, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/2/2023,2.251, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/3/2023,2.238, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/4/2023,2.228, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/5/2023,2.214, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/6/2023,2.193, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/7/2023,2.17, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/8/2023,2.146, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/9/2023,2.126, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/10/2023,2.109, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/11/2023,2.094, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/12/2023,2.072, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/13/2023,2.07, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/14/2023,2.125, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/15/2023,2.204, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/16/2023,2.206, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/17/2023,2.252, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/18/2023,2.27, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/19/2023,2.263, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/20/2023,2.241, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/21/2023,2.221, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/22/2023,2.207, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/23/2023,2.191, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/24/2023,2.169, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/25/2023,2.156, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/26/2023,2.168, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/27/2023,2.162, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/28/2023,2.199, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/29/2023,2.227, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/30/2023,2.218, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,12/31/2023,2.205, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,1/1/2024,2.189, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,1/2/2024,2.175, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,1/3/2024,2.157, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,1/4/2024,2.141, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,1/5/2024,2.12, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,1/6/2024,2.114, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,1/7/2024,2.212, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,1/8/2024,2.198, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,1/9/2024,2.174, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,1/10/2024,2.165, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,1/11/2024,2.166, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,1/12/2024,2.168, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,1/13/2024,2.154, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,1/14/2024,2.137, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,1/15/2024,2.117, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,1/16/2024,2.102, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,1/17/2024,2.088, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,1/18/2024,2.075, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,1/19/2024,2.057, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,1/20/2024,2.04, ,2/28/2024 3:00,A
H6059,NP-CHP, ,STG29,1/21/2024,2.015, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,1/22/2024,1.99, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,1/23/2024,1.971, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,1/24/2024,1.958, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,1/25/2024,1.944, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,1/26/2024,1.933, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,1/27/2024,1.922, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,1/28/2024,1.909, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,1/29/2024,1.888, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,1/30/2024,1.869, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,1/31/2024,1.848, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,2/1/2024,1.829, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,2/2/2024,1.816, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,2/3/2024,1.803, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,2/4/2024,1.823, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,2/5/2024,1.859, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,2/6/2024,1.868, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,2/7/2024,1.859, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,2/8/2024,1.846, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,2/9/2024,1.835, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,2/10/2024,1.824, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,2/11/2024,1.812, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,2/12/2024,1.808, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,2/13/2024,1.804, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,2/14/2024,1.792, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,2/15/2024,1.783, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,2/16/2024,1.774, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,2/17/2024,1.767, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,2/18/2024,1.779, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,2/19/2024,1.844, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,2/20/2024,1.833, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,2/21/2024,1.82, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,2/22/2024,1.807, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,2/23/2024,1.797, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,2/24/2024,1.788, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,2/25/2024,1.778, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,2/26/2024,1.766, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,2/27/2024,1.754, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,2/28/2024,1.745, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,2/29/2024,1.734, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/1/2024,1.723, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/2/2024,1.712, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/3/2024,1.706, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/4/2024,1.695, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/5/2024,1.684, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/6/2024,1.687, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/7/2024,1.688, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/8/2024,1.68, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/9/2024,1.668, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/10/2024,1.657, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/11/2024,1.642, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/12/2024,1.626, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/13/2024,1.615, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/14/2024,1.603, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/15/2024,1.589, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/16/2024,1.578, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/17/2024,1.563, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/18/2024,1.548, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/19/2024,1.536, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/20/2024,1.52, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/21/2024,1.507, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/22/2024,1.571, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/23/2024,1.859, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/24/2024,1.936, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/25/2024,1.928, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/26/2024,1.92, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/27/2024,1.912, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/28/2024,1.905, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/29/2024,1.891, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/30/2024,1.873, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,3/31/2024,1.855, ,9/7/2024 3:00,A
H6059,NP-CHP, ,STG29,4/1/2024,1.835, ,9/7/2024 3:00,A
